longitude,latitude,start_date,end_date,label
-56.888286,-20.963041,2025-09-14,2026-08-10,Forest
-56.745993,-20.963041,2025-09-14,2026-08-10,Forest
-56.735213,-20.963041,2025-09-14,2026-08-10,Forest
-56.761084,-20.963041,2025-09-14,2026-08-10,Forest
-51.884849,-19.261721,2025-09-14,2026-08-10,Forest
-56.76324,-20.963041,2025-09-14,2026-08-10,Forest
-56.756772,-20.963041,2025-09-14,2026-08-10,Forest
-57.185808,-20.963041,2025-09-14,2026-08-10,Forest
-51.591639,-19.261721,2025-09-14,2026-08-10,Forest
-56.871038,-20.965197,2025-09-14,2026-08-10,Forest
-51.589483,-19.263877,2025-09-14,2026-08-10,Forest
-51.843886,-19.421262,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.50176,2025-09-14,2026-08-10,Cerrado
-52.545111,-21.335752,2025-09-14,2026-08-10,Cerrado
-57.084478,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.645538,-19.675665,2025-09-14,2026-08-10,Cerrado
-57.019799,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.091835,-17.944971,2025-09-14,2026-08-10,Cerrado
-54.999129,-17.880292,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.79621,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.806989,2025-09-14,2026-08-10,Cerrado
-51.643382,-19.675665,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.516852,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.679977,2025-09-14,2026-08-10,Cerrado
-57.086634,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.145734,-17.919099,2025-09-14,2026-08-10,Cerrado
-52.545111,-21.521164,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.521164,2025-09-14,2026-08-10,Cerrado
-54.999129,-17.794054,2025-09-14,2026-08-10,Cerrado
-51.861134,-19.712316,2025-09-14,2026-08-10,Cerrado
-51.809391,-19.723096,2025-09-14,2026-08-10,Cerrado
-51.861134,-19.714472,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.506072,2025-09-14,2026-08-10,Cerrado
-57.080166,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.506304,-21.452173,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.684289,2025-09-14,2026-08-10,Cerrado
-55.007753,-17.79621,2025-09-14,2026-08-10,Cerrado
-54.95601,-17.96653,2025-09-14,2026-08-10,Cerrado
-57.073698,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.000395,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.641226,-19.675665,2025-09-14,2026-08-10,Cerrado
-57.062918,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.508228,2025-09-14,2026-08-10,Cerrado
-51.86329,-19.43851,2025-09-14,2026-08-10,Cerrado
-51.630446,-19.80071,2025-09-14,2026-08-10,Cerrado
-55.109082,-17.944971,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.443549,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.516852,2025-09-14,2026-08-10,Cerrado
-55.009908,-17.798366,2025-09-14,2026-08-10,Cerrado
-52.553735,-21.503916,2025-09-14,2026-08-10,Cerrado
-51.643382,-19.684289,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.503916,2025-09-14,2026-08-10,Cerrado
-55.141422,-17.929879,2025-09-14,2026-08-10,Cerrado
-51.645538,-19.686445,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.677821,2025-09-14,2026-08-10,Cerrado
-57.220303,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.50176,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.506072,2025-09-14,2026-08-10,Cerrado
-57.099569,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.508228,2025-09-14,2026-08-10,Cerrado
-51.645538,-19.677821,2025-09-14,2026-08-10,Cerrado
-52.545111,-21.333596,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.682133,2025-09-14,2026-08-10,Cerrado
-55.016376,-17.79621,2025-09-14,2026-08-10,Cerrado
-51.861134,-19.43851,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.519008,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.499604,2025-09-14,2026-08-10,Cerrado
-57.222459,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.501992,-21.458641,2025-09-14,2026-08-10,Cerrado
-52.553735,-21.460797,2025-09-14,2026-08-10,Cerrado
-57.052138,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.514696,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.516852,2025-09-14,2026-08-10,Cerrado
-51.645538,-19.679977,2025-09-14,2026-08-10,Cerrado
-51.63907,-19.675665,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.508228,2025-09-14,2026-08-10,Cerrado
-55.009908,-17.79621,2025-09-14,2026-08-10,Cerrado
-57.002551,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.082322,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.858978,-19.440666,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.50176,2025-09-14,2026-08-10,Cerrado
-55.150046,-17.692724,2025-09-14,2026-08-10,Cerrado
-55.016376,-17.798366,2025-09-14,2026-08-10,Cerrado
-51.636914,-19.675665,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.503916,2025-09-14,2026-08-10,Cerrado
-57.226771,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.542955,-21.333596,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.789742,2025-09-14,2026-08-10,Cerrado
-52.553735,-21.506072,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.503916,2025-09-14,2026-08-10,Cerrado
-55.012064,-17.822081,2025-09-14,2026-08-10,Cerrado
-57.049982,-20.963041,2025-09-14,2026-08-10,Cerrado
-54.979725,-17.70566,2025-09-14,2026-08-10,Cerrado
-54.964633,-17.972998,2025-09-14,2026-08-10,Cerrado
-57.004707,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.856822,-19.43851,2025-09-14,2026-08-10,Cerrado
-51.641226,-19.679977,2025-09-14,2026-08-10,Cerrado
-55.016376,-17.802678,2025-09-14,2026-08-10,Cerrado
-54.960321,-17.972998,2025-09-14,2026-08-10,Cerrado
-57.043515,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.519008,2025-09-14,2026-08-10,Cerrado
-51.64985,-19.679977,2025-09-14,2026-08-10,Cerrado
-54.996973,-17.709971,2025-09-14,2026-08-10,Cerrado
-55.109082,-17.947127,2025-09-14,2026-08-10,Cerrado
-51.846042,-19.423418,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.675665,2025-09-14,2026-08-10,Cerrado
-51.64985,-19.682133,2025-09-14,2026-08-10,Cerrado
-57.017643,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.143578,-17.87598,2025-09-14,2026-08-10,Cerrado
-55.001285,-17.880292,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.52332,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.50176,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.50176,2025-09-14,2026-08-10,Cerrado
-51.64985,-19.684289,2025-09-14,2026-08-10,Cerrado
-52.553735,-21.508228,2025-09-14,2026-08-10,Cerrado
-57.041359,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.499604,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.51254,2025-09-14,2026-08-10,Cerrado
-55.018532,-17.798366,2025-09-14,2026-08-10,Cerrado
-55.016376,-17.800522,2025-09-14,2026-08-10,Cerrado
-54.986193,-17.699192,2025-09-14,2026-08-10,Cerrado
-57.047827,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.884849,-19.43851,2025-09-14,2026-08-10,Cerrado
-57.045671,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.111238,-17.934191,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.510384,2025-09-14,2026-08-10,Cerrado
-57.021955,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.536256,2025-09-14,2026-08-10,Cerrado
-51.641226,-19.677821,2025-09-14,2026-08-10,Cerrado
-57.037047,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.060762,-20.963041,2025-09-14,2026-08-10,Cerrado
-51.647694,-19.686445,2025-09-14,2026-08-10,Cerrado
-52.473964,-21.555659,2025-09-14,2026-08-10,Cerrado
-56.98746,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.009908,-17.791898,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.804834,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.503916,2025-09-14,2026-08-10,Cerrado
-57.065074,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.499604,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.503916,2025-09-14,2026-08-10,Cerrado
-57.218147,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.458873,-21.551347,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.510384,2025-09-14,2026-08-10,Cerrado
-54.992661,-17.709971,2025-09-14,2026-08-10,Cerrado
-56.985304,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.097414,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.51254,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.514696,2025-09-14,2026-08-10,Cerrado
-57.224615,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.503916,2025-09-14,2026-08-10,Cerrado
-57.05645,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.508228,2025-09-14,2026-08-10,Cerrado
-52.555891,-21.445705,2025-09-14,2026-08-10,Cerrado
-57.028423,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.07801,-20.963041,2025-09-14,2026-08-10,Cerrado
-52.47612,-21.555659,2025-09-14,2026-08-10,Cerrado
-57.034891,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.016376,-17.794054,2025-09-14,2026-08-10,Cerrado
-51.871914,-19.43851,2025-09-14,2026-08-10,Cerrado
-52.545111,-21.519008,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.506072,2025-09-14,2026-08-10,Cerrado
-52.560203,-21.506072,2025-09-14,2026-08-10,Cerrado
-52.458873,-21.555659,2025-09-14,2026-08-10,Cerrado
-52.482588,-21.555659,2025-09-14,2026-08-10,Cerrado
-52.547267,-21.521164,2025-09-14,2026-08-10,Cerrado
-57.215991,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.011175,-20.963041,2025-09-14,2026-08-10,Cerrado
-57.235395,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.13711,-17.932035,2025-09-14,2026-08-10,Cerrado
-52.484744,-21.553503,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.510384,2025-09-14,2026-08-10,Cerrado
-52.482588,-21.553503,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.802678,2025-09-14,2026-08-10,Cerrado
-52.553735,-21.510384,2025-09-14,2026-08-10,Cerrado
-57.039203,-20.963041,2025-09-14,2026-08-10,Cerrado
-56.99824,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.824237,2025-09-14,2026-08-10,Cerrado
-55.012064,-17.789742,2025-09-14,2026-08-10,Cerrado
-55.01422,-17.794054,2025-09-14,2026-08-10,Cerrado
-55.012064,-17.791898,2025-09-14,2026-08-10,Cerrado
-52.549423,-21.519008,2025-09-14,2026-08-10,Cerrado
-52.50846,-21.342219,2025-09-14,2026-08-10,Cerrado
-52.558047,-21.516852,2025-09-14,2026-08-10,Cerrado
-52.551579,-21.508228,2025-09-14,2026-08-10,Cerrado
-57.032735,-20.963041,2025-09-14,2026-08-10,Cerrado
-55.145734,-17.843641,2025-09-14,2026-08-10,Cerrado
-53.411806,-18.549986,2025-09-14,2026-08-10,Planted_Forest
-51.828794,-19.375987,2025-09-14,2026-08-10,Planted_Forest
-52.614371,-18.695513,2025-09-14,2026-08-10,Planted_Forest
-51.807235,-19.470849,2025-09-14,2026-08-10,Planted_Forest
-54.906692,-22.566803,2025-09-14,2026-08-10,Planted_Forest
-52.638087,-18.695513,2025-09-14,2026-08-10,Planted_Forest
-53.176806,-18.616821,2025-09-14,2026-08-10,Planted_Forest
-52.614371,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-54.624262,-22.952719,2025-09-14,2026-08-10,Planted_Forest
-52.618683,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-53.166027,-18.610353,2025-09-14,2026-08-10,Planted_Forest
-53.172494,-18.618977,2025-09-14,2026-08-10,Planted_Forest
-51.809391,-19.473005,2025-09-14,2026-08-10,Planted_Forest
-51.539896,-19.354427,2025-09-14,2026-08-10,Planted_Forest
-52.612215,-18.695513,2025-09-14,2026-08-10,Planted_Forest
-53.163871,-18.606041,2025-09-14,2026-08-10,Planted_Forest
-51.807235,-19.473005,2025-09-14,2026-08-10,Planted_Forest
-53.166027,-18.608197,2025-09-14,2026-08-10,Planted_Forest
-53.429053,-18.55861,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.319932,2025-09-14,2026-08-10,Planted_Forest
-53.416117,-18.54783,2025-09-14,2026-08-10,Planted_Forest
-53.420429,-18.54783,2025-09-14,2026-08-10,Planted_Forest
-52.610059,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-51.828794,-19.373831,2025-09-14,2026-08-10,Planted_Forest
-53.17465,-18.614665,2025-09-14,2026-08-10,Planted_Forest
-52.616527,-18.695513,2025-09-14,2026-08-10,Planted_Forest
-51.83095,-19.373831,2025-09-14,2026-08-10,Planted_Forest
-53.178962,-18.618977,2025-09-14,2026-08-10,Planted_Forest
-51.533428,-19.350115,2025-09-14,2026-08-10,Planted_Forest
-53.433365,-18.575858,2025-09-14,2026-08-10,Planted_Forest
-51.52696,-19.354427,2025-09-14,2026-08-10,Planted_Forest
-52.627307,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-53.172494,-18.616821,2025-09-14,2026-08-10,Planted_Forest
-53.424741,-18.545674,2025-09-14,2026-08-10,Planted_Forest
-52.642399,-18.693357,2025-09-14,2026-08-10,Planted_Forest
-53.163871,-18.603885,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.330712,2025-09-14,2026-08-10,Planted_Forest
-51.52696,-19.356583,2025-09-14,2026-08-10,Planted_Forest
-53.413962,-18.549986,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.3264,2025-09-14,2026-08-10,Planted_Forest
-53.422585,-18.54783,2025-09-14,2026-08-10,Planted_Forest
-53.178962,-18.616821,2025-09-14,2026-08-10,Planted_Forest
-51.53774,-19.317776,2025-09-14,2026-08-10,Planted_Forest
-51.533428,-19.319932,2025-09-14,2026-08-10,Planted_Forest
-53.159559,-18.606041,2025-09-14,2026-08-10,Planted_Forest
-53.418273,-18.545674,2025-09-14,2026-08-10,Planted_Forest
-53.157403,-18.603885,2025-09-14,2026-08-10,Planted_Forest
-53.422585,-18.545674,2025-09-14,2026-08-10,Planted_Forest
-53.163871,-18.608197,2025-09-14,2026-08-10,Planted_Forest
-51.531272,-19.352271,2025-09-14,2026-08-10,Planted_Forest
-52.629463,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.328556,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.332868,2025-09-14,2026-08-10,Planted_Forest
-51.53774,-19.328556,2025-09-14,2026-08-10,Planted_Forest
-51.529116,-19.354427,2025-09-14,2026-08-10,Planted_Forest
-52.616527,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-51.529116,-19.356583,2025-09-14,2026-08-10,Planted_Forest
-51.539896,-19.322088,2025-09-14,2026-08-10,Planted_Forest
-53.181118,-18.618977,2025-09-14,2026-08-10,Planted_Forest
-53.161715,-18.606041,2025-09-14,2026-08-10,Planted_Forest
-52.622995,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-53.176806,-18.614665,2025-09-14,2026-08-10,Planted_Forest
-52.618683,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-51.524804,-19.354427,2025-09-14,2026-08-10,Planted_Forest
-51.533428,-19.34796,2025-09-14,2026-08-10,Planted_Forest
-53.40965,-18.541362,2025-09-14,2026-08-10,Planted_Forest
-53.40965,-18.549986,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.31562,2025-09-14,2026-08-10,Planted_Forest
-53.418273,-18.54783,2025-09-14,2026-08-10,Planted_Forest
-53.159559,-18.608197,2025-09-14,2026-08-10,Planted_Forest
-51.542052,-19.322088,2025-09-14,2026-08-10,Planted_Forest
-52.612215,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-51.809391,-19.475161,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.335024,2025-09-14,2026-08-10,Planted_Forest
-53.170338,-18.616821,2025-09-14,2026-08-10,Planted_Forest
-51.805079,-19.473005,2025-09-14,2026-08-10,Planted_Forest
-52.627307,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-53.439833,-18.580169,2025-09-14,2026-08-10,Planted_Forest
-53.176806,-18.618977,2025-09-14,2026-08-10,Planted_Forest
-53.457081,-18.578013,2025-09-14,2026-08-10,Planted_Forest
-53.420429,-18.545674,2025-09-14,2026-08-10,Planted_Forest
-52.610059,-18.695513,2025-09-14,2026-08-10,Planted_Forest
-51.811547,-19.473005,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.317776,2025-09-14,2026-08-10,Planted_Forest
-52.625151,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-54.803206,-22.974279,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.324244,2025-09-14,2026-08-10,Planted_Forest
-51.811547,-19.475161,2025-09-14,2026-08-10,Planted_Forest
-51.805079,-19.470849,2025-09-14,2026-08-10,Planted_Forest
-53.17465,-18.618977,2025-09-14,2026-08-10,Planted_Forest
-51.533428,-19.335024,2025-09-14,2026-08-10,Planted_Forest
-51.522649,-19.356583,2025-09-14,2026-08-10,Planted_Forest
-52.625151,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-53.407494,-18.549986,2025-09-14,2026-08-10,Planted_Forest
-52.614371,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-51.813703,-19.475161,2025-09-14,2026-08-10,Planted_Forest
-53.17465,-18.616821,2025-09-14,2026-08-10,Planted_Forest
-52.622995,-18.697669,2025-09-14,2026-08-10,Planted_Forest
-52.616527,-18.699825,2025-09-14,2026-08-10,Planted_Forest
-54.624262,-22.954875,2025-09-14,2026-08-10,Planted_Forest
-51.535584,-19.313464,2025-09-14,2026-08-10,Planted_Forest
-53.172494,-18.614665,2025-09-14,2026-08-10,Planted_Forest
-51.524804,-19.356583,2025-09-14,2026-08-10,Planted_Forest
-53.161715,-18.608197,2025-09-14,2026-08-10,Planted_Forest
-51.802923,-19.473005,2025-09-14,2026-08-10,Planted_Forest
-54.911004,-22.562491,2025-09-14,2026-08-10,Planted_Forest
-54.512152,-22.995838,2025-09-14,2026-08-10,Wetland
-55.145734,-17.970842,2025-09-14,2026-08-10,Wetland
-52.995706,-18.416317,2025-09-14,2026-08-10,Wetland
-51.774895,-19.774839,2025-09-14,2026-08-10,Wetland
-52.536487,-21.249513,2025-09-14,2026-08-10,Wetland
-55.037936,-17.996714,2025-09-14,2026-08-10,Wetland
-52.963367,-18.433564,2025-09-14,2026-08-10,Wetland
-52.961211,-18.429252,2025-09-14,2026-08-10,Wetland
-52.967679,-18.43572,2025-09-14,2026-08-10,Wetland
-54.650133,-22.916068,2025-09-14,2026-08-10,Wetland
-52.610059,-19.074961,2025-09-14,2026-08-10,Wetland
-52.540799,-21.249513,2025-09-14,2026-08-10,Wetland
-57.093102,-21.172168,2025-09-14,2026-08-10,Wetland
-52.555891,-21.23011,2025-09-14,2026-08-10,Wetland
-52.547267,-21.236578,2025-09-14,2026-08-10,Wetland
-54.951967,-22.853545,2025-09-14,2026-08-10,Wetland
-52.965523,-18.433564,2025-09-14,2026-08-10,Wetland
-52.538643,-21.249513,2025-09-14,2026-08-10,Wetland
-52.97199,-18.416317,2025-09-14,2026-08-10,Wetland
-52.952587,-18.431408,2025-09-14,2026-08-10,Wetland
-54.996973,-18.048457,2025-09-14,2026-08-10,Wetland
-52.549423,-21.227954,2025-09-14,2026-08-10,Wetland
-52.963367,-18.431408,2025-09-14,2026-08-10,Wetland
-52.980614,-18.414161,2025-09-14,2026-08-10,Wetland
-52.542955,-21.245201,2025-09-14,2026-08-10,Wetland
-52.967679,-18.420629,2025-09-14,2026-08-10,Wetland
-52.538643,-21.247357,2025-09-14,2026-08-10,Wetland
-52.969834,-18.433564,2025-09-14,2026-08-10,Wetland
-56.696406,-21.497718,2025-09-14,2026-08-10,Wetland
-54.90238,-22.739279,2025-09-14,2026-08-10,Wetland
-52.97199,-18.43572,2025-09-14,2026-08-10,Wetland
-55.145734,-17.972998,2025-09-14,2026-08-10,Wetland
-52.545111,-21.240889,2025-09-14,2026-08-10,Wetland
-52.551579,-21.225798,2025-09-14,2026-08-10,Wetland
-52.97199,-18.433564,2025-09-14,2026-08-10,Wetland
-52.984926,-18.414161,2025-09-14,2026-08-10,Wetland
-56.745993,-21.122581,2025-09-14,2026-08-10,Wetland
-56.687782,-21.478314,2025-09-14,2026-08-10,Wetland
-55.065963,-17.985934,2025-09-14,2026-08-10,Wetland
-54.656601,-22.974279,2025-09-14,2026-08-10,Wetland
-51.578703,-19.72094,2025-09-14,2026-08-10,Wetland
-55.23844,-17.852265,2025-09-14,2026-08-10,Wetland
-52.653178,-18.917577,2025-09-14,2026-08-10,Wetland
-55.23844,-17.845797,2025-09-14,2026-08-10,Wetland
-52.545111,-21.245201,2025-09-14,2026-08-10,Wetland
-52.984926,-18.412005,2025-09-14,2026-08-10,Wetland
-51.626134,-19.805022,2025-09-14,2026-08-10,Wetland
-52.974146,-18.416317,2025-09-14,2026-08-10,Wetland
-52.969834,-18.416317,2025-09-14,2026-08-10,Wetland
-52.198271,-18.84643,2025-09-14,2026-08-10,Wetland
-52.532175,-21.284009,2025-09-14,2026-08-10,Wetland
-52.980614,-18.416317,2025-09-14,2026-08-10,Wetland
-55.040092,-17.994558,2025-09-14,2026-08-10,Wetland
-55.016376,-17.679788,2025-09-14,2026-08-10,Wetland
-51.936592,-19.339336,2025-09-14,2026-08-10,Wetland
-55.040092,-17.992402,2025-09-14,2026-08-10,Wetland
-55.201789,-17.860888,2025-09-14,2026-08-10,Wetland
-56.983148,-17.67898,2025-09-14,2026-08-10,Wetland
-52.532175,-21.281853,2025-09-14,2026-08-10,Wetland
-52.987082,-18.412005,2025-09-14,2026-08-10,Wetland
-52.553735,-21.23011,2025-09-14,2026-08-10,Wetland
-52.547267,-21.238734,2025-09-14,2026-08-10,Wetland
-52.549423,-21.225798,2025-09-14,2026-08-10,Wetland
-52.969834,-18.43572,2025-09-14,2026-08-10,Wetland
-55.229816,-17.854421,2025-09-14,2026-08-10,Wetland
-52.540799,-21.245201,2025-09-14,2026-08-10,Wetland
-52.542955,-21.243045,2025-09-14,2026-08-10,Wetland
-55.240596,-17.845797,2025-09-14,2026-08-10,Wetland
-52.967679,-18.418473,2025-09-14,2026-08-10,Wetland
-52.648866,-18.919733,2025-09-14,2026-08-10,Wetland
-54.490592,-23.041113,2025-09-14,2026-08-10,Wetland
-52.978458,-18.416317,2025-09-14,2026-08-10,Wetland
-52.542955,-21.247357,2025-09-14,2026-08-10,Wetland
